Class,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40
Sound_Guitar,-418.03424,152.96887,24.993557,41.93719,9.61272,-3.2686489,-14.939416,-22.166655,-16.574915,-17.018192,-17.704704,-6.888867,-13.688527,-25.198036,-27.47953,-34.529366,-30.750061,-0.9556716,11.3547,-5.684634,-11.471638,4.3504004,-0.58918595,-4.924645,7.746159,-3.7965918,-27.713146,-47.2471,-40.14218,14.905457,31.573755,-3.3220053,-13.616174,-1.9571692,7.299993,5.3660083,4.0968356,12.559285,19.690645,-3.8827667
Sound_Guitar,-372.1232,199.836,-2.09703,39.002117,17.37255,5.121903,-2.0631027,-13.021196,-18.19081,1.120258,20.373144,4.8253026,-23.201681,-15.078864,-7.400511,-8.665916,-8.2271185,-8.182042,-1.3852377,-0.61894,-13.59918,4.0850596,1.6671538,-13.52082,-6.9382825,-22.587856,-8.700964,6.794489,-9.276704,-2.8660696,-4.27499,-22.811033,-16.61596,2.8170671,13.8354025,6.9477854,-4.2546854,-17.189493,-16.193926,1.7879959
Sound_Guitar,-375.02094,183.23709,10.461864,37.274811,14.482611,10.062162,-3.2405226,-15.841576,-1.7111306,15.054474,0.088599913,-12.901939,-13.572704,-13.660337,-16.952982,-8.9906464,-2.5207996,2.0484667,1.7477494,-10.483613,-13.55183,-1.2366693,-5.7982235,-14.93759,-9.7875938,-2.2636316,3.7456806,-3.1742783,-20.951143,-19.521622,-12.992919,-1.4073718,14.325951,-3.2100697,-13.25854,-14.054395,-14.068037,5.4143176,19.522579,8.8634748
Sound_Guitar,-393.6625,192.27861,21.117407,39.228924,11.0251465,1.7838662,-7.71024,-9.380964,-0.582726,7.925276,1.540481,-12.142854,-17.781572,-9.846561,-7.2251625,-5.1223855,-4.0989313,-3.819972,-4.1525335,-13.160499,-5.2320104,4.988276,-13.583826,-13.073876,-4.2047143,-12.326318,-0.5170314,-11.133794,-22.651932,-2.2708745,5.6812005,5.212074,-4.3984227,-16.301285,-10.599245,5.2575064,9.957287,4.683812,-2.9941003,-18.557278
Sound_Guitar,-388.14496,176.80055,18.275787,40.786442,7.0928955,-2.3210874,-8.2369032,-8.2606821,-7.9989877,6.6328197,-5.6383123,-27.565779,-24.863777,-11.862127,-13.628701,-0.46240696,-0.835522,-13.012264,-13.749253,-7.6969199,-7.2308631,-12.952241,-21.630812,-18.609751,1.0803508,-2.9658689,-24.31238,-15.80827,10.092523,19.545839,0.092589647,-17.239433,-19.305855,-9.1152735,17.123814,15.453536,-8.5897808,-23.919971,-23.084761,-9.4631596
Sound_Guitar,-378.6451,178.78622,13.352617,34.78991,6.5965085,1.085975,-6.7238927,5.027319,13.425889,0.9997283,-26.576157,-26.921888,-12.89059,3.3202176,-6.9447474,-7.7462864,-4.4190316,-15.253513,-18.383173,-5.504043,-13.304224,-16.81931,-13.226525,-3.6879163,-2.2524288,-27.346827,-4.98367,23.936892,5.6109643,-12.170319,-19.906221,-13.754659,8.1743145,19.46832,3.104057,-14.401214,-20.894075,-28.49646,-14.919497,-5.9640675
Sound_Guitar,-411.15717,169.85274,22.245144,42.331829,9.3327732,-1.4422021,-6.4841061,-1.8490891,0.064469576,-5.1281123,-26.684998,-23.425905,-6.5321589,-4.8297853,-16.765169,-8.6998434,-10.821255,-21.644241,-8.8195381,-8.9756327,-30.532469,-9.1314707,2.4697356,-9.5823221,-7.6944876,-7.8616161,10.190431,7.5818233,-21.125698,-19.099955,-0.14513469,17.480976,12.111341,-20.20142,-35.778805,-35.479549,-22.747522,1.4440545,4.7768803,-12.64222
Sound_Guitar,-381.55118,164.12683,20.477444,43.521786,11.819521,5.02126,-12.486556,1.516324,0.55726933,-21.086077,-33.451836,-8.8407545,2.3849995,-15.888873,-16.072954,-12.560144,-23.444847,-15.864397,-11.847065,-25.393223,-24.635843,-1.8339267,-7.387333,-17.444773,-1.2748809,13.990474,2.5767908,-21.175236,-16.19462,13.003649,15.212171,-7.989973,-30.985613,-36.43549,-27.655266,-7.1069183,9.3746805,5.4742155,-1.2032692,1.5821037
Sound_Guitar,-396.854919,166.252472,18.3598213,41.1980209,20.2906361,-7.45564699,-10.3576698,16.1409302,-2.43955278,-33.0553589,-35.4090729,-2.47300386,0.634429872,-19.1330223,-21.0259552,-15.3973675,-20.445591,-17.394474,-14.0105972,-21.75214,-14.5549307,-5.77379131,-21.4943352,-4.12905216,15.4786816,0.702730954,-10.3521662,-7.15709925,11.1841412,11.8281317,-18.7664623,-38.0949059,-34.2941208,-17.3156033,6.39146709,12.4647942,0.177780151,-4.75183725,3.68666553,1.20652401
Sound_Guitar,-410.05707,156.49147,24.350708,37.764317,10.0197315,-5.158988,-3.7679765,1.6324275,-12.92163,-26.407995,-31.068228,-14.54237,-6.3693633,-15.726313,-19.659971,-17.558922,-21.668123,-17.75535,-19.919003,-11.884762,-9.334388,-18.413103,-9.772828,11.173677,11.978812,-13.39798,-6.42193,14.4468565,-4.530891,-30.328222,-44.184834,-28.779497,5.010075,13.559496,7.569611,-2.6827972,-3.819276,3.475816,-3.703153,-14.705485
Sound_Guitar,-429.6261,89.099991,22.621904,-6.0128212,-2.8975215,-1.6382443,-2.6457419,1.1661855,-0.79512155,-10.211682,-12.813499,-6.1644912,-1.5298306,-2.3263478,-4.0186939,-4.8634896,-3.8124647,-0.77060431,-0.5692398,-4.0591803,-3.9631503,0.59308183,1.603227,-1.2485373,-0.86641061,2.2290802,2.2288508,-0.2348758,-0.80354381,0.21135281,0.3048048,-0.14379819,-0.11337967,0.160786,0.64411426,1.116202,0.83623338,0.17024015,0.35020906,1.2048316
Sound_Guitar,-585.53552,57.341648,27.514723,12.200806,9.6230164,8.2406368,5.8724527,3.4068666,1.1509092,0.024809156,-0.025277546,-0.13177721,-0.94635189,-1.9348234,-2.1242456,-1.8522919,-2.3045876,-3.070132,-3.0021918,-2.6835206,-3.0659769,-3.6677339,-3.6828249,-3.0692196,-2.5378976,-2.6595972,-2.9668012,-2.7967944,-2.2776732,-2.1271029,-2.7369215,-3.2005394,-2.3851912,-0.95663738,-0.64378846,-1.8231986,-3.170696,-3.4868028,-2.9488482,-2.5534761
Sound_Guitar,-433.52832,60.838161,0.1383891,-6.560482,1.6994731,-2.2593977,-7.0794806,-2.9251711,1.2570719,-0.85994226,0.63058627,3.4683244,0.55564094,0.98812133,2.0214348,0.41015062,1.6044183,2.2471669,2.4711411,2.8580678,0.69617271,-0.90655583,1.5355906,3.5327997,2.9335411,3.2748833,3.8852439,2.8934717,1.9321047,1.9077812,0.30232406,-1.0316761,0.83489269,1.6150898,0.95301777,0.98024398,0.72823709,0.66533196,0.6034717,0.43721157
Sound_Guitar,-574.697021,33.8571243,7.23467016,4.18995905,5.96025324,4.9496541,2.52775168,1.88542199,1.77661467,0.635888994,0.271453708,0.775179625,0.457237601,0.619340479,-0.03582241,-0.97309953,-0.960541904,-0.068793722,3.02606463,7.82194948,11.7145405,11.4647417,7.02156973,1.31908774,-1.92675698,-0.796158135,2.34896111,2.37345409,-0.948438227,-3.4382062,-2.33228707,0.774364054,0.967179954,-2.41323209,-4.08398962,-1.62290871,0.916662753,0.315299481,-0.383672088,2.84665108
Sound_Guitar,-629.95178,76.798584,17.268908,10.702679,7.7179184,6.4344831,2.0961778,2.2352815,3.3536704,5.2361107,3.4524689,1.3780941,0.763089,1.6995265,2.2296576,2.1267626,1.2318721,2.1099737,2.9481502,1.7443928,-0.60778511,-1.1012304,-0.09950348,1.1811899,0.94255799,-0.42056283,1.2540259,3.56603,4.8591938,3.86744,1.3142656,-0.31469747,0.95846367,3.279047,4.062005,2.7380514,0.55159277,-0.61116046,-0.97941774,-1.1603459
Sound_Guitar,-425.47708,86.963249,14.728512,-7.7947297,0.11128361,2.81499,1.5511041,-3.2058818,-10.115673,-8.2545424,-2.5442834,-3.1561985,-3.3949201,0.029890802,0.21277703,-0.43444619,2.1091952,2.1124098,-1.247033,-1.5847378,1.1419261,2.3111854,1.113425,-0.57315612,-1.2967203,-0.092245273,1.1802151,-0.002314608,-0.27514079,2.8576264,4.0733457,1.3135604,-0.24268988,0.55600184,0.76394445,0.64102554,1.2354774,1.4974968,0.90800959,0.56682605
Sound_Guitar,-568.54443,56.245865,26.020224,9.5302725,6.2601943,5.3007808,3.7865303,1.819117,-0.20008183,-1.0447598,-1.1612873,-1.5939264,-2.0022924,-1.9133452,-1.5993465,-1.3901958,-1.3344303,-1.4253029,-1.6058103,-1.7132154,-1.7346808,-1.8292317,-2.0322604,-2.1799581,-2.1923928,-2.3075123,-2.7186773,-3.2721317,-3.6588335,-3.3576295,-1.7564367,1.3684531,5.6696029,9.9753838,12.469627,11.853442,8.3531075,3.8947566,1.0100832,0.76549393
Sound_Guitar,-433.85693,53.786945,-3.288934,-6.7718158,-2.7463644,-5.0130033,-0.78703779,4.322432,1.2029901,1.9594862,1.9961846,-1.4714092,1.4694732,2.7186911,1.3709748,2.9085479,2.5746498,1.8404328,2.3242614,4.3306298,2.777874,-0.029582035,-0.33909833,0.009646819,0.09922675,1.1489167,2.9132259,1.4467658,0.45309931,-0.029021939,-0.27453861,1.4517525,1.6837784,0.68752062,0.86539847,1.3019117,1.5070491,1.2113514,0.7578637,0.4715603
Sound_Guitar,-602.86169,44.145443,11.426299,4.3688078,4.5849328,3.045795,2.4586077,2.8297231,0.55624735,0.20298131,-1.4774776,-3.0197599,-2.2423015,0.92015183,6.3020196,12.481108,13.304792,8.2240381,-0.18873097,-5.2821259,-2.7201295,1.851824,1.3936704,-3.9224613,-6.3388591,-2.4005203,2.0238132,0.93714333,-0.25386938,4.3539042,10.142702,9.242404,3.9742112,2.1368361,2.9893968,0.62082052,-1.3061675,0.89292192,1.3478358,-2.5004957
Sound_Guitar,-426.909424,120.524254,43.9770355,2.52096343,1.01204026,0.739240646,-9.66803551,-11.4609966,-0.89704299,4.53538084,-2.45267773,-10.8082504,-11.9634771,-9.38074875,-7.22997999,-4.76128817,-3.03255153,-4.32157946,-5.79062319,-3.5338347,-0.610110402,-2.47510648,-6.60100079,-6.63323784,-3.10340309,-0.644191742,-0.494874954,-1.10836601,-1.33009028,-0.991345048,-0.401964068,-0.011928763,0.150815904,0.275896341,0.092774391,-0.246866748,-0.119426645,0.203590974,0.012831225,-0.556597412
Sound_Guitar,-547.52081,71.390282,37.046459,15.47939,10.889781,10.053421,6.8240852,3.8320796,2.2921717,0.73228854,-1.3329953,-2.8194387,-2.6004431,-1.1103488,-0.2927998,-1.0417913,-1.979072,-1.8312874,-1.1293917,-0.91559428,-1.4086586,-2.0822897,-2.3553414,-2.2858322,-2.2693632,-2.090867,-1.2699084,-0.2601985,-0.23737569,-1.5979753,-3.2602234,-3.6668599,-2.4238024,-0.78018093,-0.33446738,-1.3937148,-2.7650383,-3.1351614,-2.4875069,-1.8804382
Sound_Guitar,-428.58392,72.190475,7.5236254,-7.3112826,1.6164273,1.9312176,-5.5449624,-10.03476,-4.4275613,0.030805456,-3.3124621,-1.9474365,2.6913044,1.7224878,0.067692906,0.50708878,1.6539913,1.9858268,0.034794088,-0.69183046,0.15822962,1.0328938,2.5822713,2.1616294,0.42426944,1.5107613,2.0806155,0.7362451,2.0994685,3.4091413,2.5647712,3.2047334,4.0594449,2.8990645,2.2123129,2.6424901,1.5154158,-0.49289694,-0.77259552,0.04249496
Sound_Guitar,-576.45825,44.099884,16.409227,6.2111974,5.9770718,5.9584479,3.6408856,1.1356391,0.008240223,-0.29245344,-0.72877884,-0.9955886,-1.0224322,-0.9402315,-0.96172261,-1.0359801,-0.9890458,-1.0742539,-1.0646642,-1.3350955,-1.9613895,-2.1980097,-0.81772691,2.9222934,8.2555494,12.601718,13.329502,9.8964205,4.3621755,0.45908621,0.42499468,2.6810169,3.4200327,1.0232899,-2.3269529,-3.2731616,-1.3861418,0.45295608,-0.3050884,-2.5011342
Sound_Guitar,-601.07135,56.50881,11.3136215,0.72057605,3.1773086,2.6019375,-2.5717359,-4.452462,-2.3891077,-2.1460662,-6.031747,-6.278997,-6.2726884,-7.2752166,-4.7488236,-3.8048697,-5.0263834,-5.285406,-7.069566,-5.3830485,-1.0573728,8.170777,18.573898,23.789545,22.600996,14.847767,4.0343294,-3.1127336,-3.2056627,-1.7272427,-0.6352999,-1.5517815,-3.2734523,-3.0975032,-1.6926316,-1.2663773,-2.626543,-3.549241,-4.1005306,-5.1922493
Sound_Guitar,-562.47278,75.804741,4.2880635,-2.4864624,-0.69597787,-2.6418409,-6.0303893,-9.853981,-6.9365201,-4.1333947,-9.8836279,-6.7337017,-3.7374568,-10.241683,-12.302811,-9.1447105,-8.3155079,-1.6186966,4.5217857,9.5750151,8.3964291,8.4192924,9.2530775,8.3439751,10.497022,10.518866,5.6177263,-1.4022135,-4.7038035,-5.4058423,-4.2816901,-4.778039,-2.7737331,0.61502349,2.1668088,4.0433068,4.4605064,2.6035202,0.10955851,-0.69453794
Sound_Guitar,-424.44604,169.08388,7.94834,-5.837018,10.542441,5.6847205,-4.8678765,-6.295686,-5.083684,-7.8917117,-6.4921927,-2.3533514,-3.6638408,-3.9259634,-4.2037406,-6.1794343,-7.2448215,-7.284184,-3.4390628,0.941958,1.7769585,-0.7456799,-5.860028,-10.911886,-14.272556,-7.5258613,7.199774,10.792008,2.7035525,-6.5445576,-10.387264,-6.5446362,0.9549981,3.7651768,-1.2795608,-7.7956223,-10.184806,-9.418977,-5.3852425,2.8013825
Sound_Guitar,-387.90494,199.25891,3.9508579,-22.923857,4.478077,6.526797,-4.591384,-7.676281,-5.4835787,-6.1784225,-5.903786,-8.908464,-10.053746,-6.571227,-7.1320086,-6.8960757,-4.164239,-1.2118316,-0.56218994,-5.015684,-2.545452,1.1304265,-6.0456314,-13.020221,-16.770794,-10.0619955,5.0599446,8.955594,1.9366496,-6.9001794,-11.97586,-7.664111,1.386733,4.1516047,-1.534275,-9.088386,-12.778091,-12.854085,-6.957959,3.819283
Sound_Guitar,-549.48157,102.30184,39.702286,21.029934,21.192455,17.602346,12.532019,9.503418,6.8782063,4.1345329,2.056622,0.91757709,-0.40794051,-1.6312246,-1.9115951,-2.2783837,-3.2127631,-3.342696,-3.2019684,-3.5404665,-2.8092461,-2.3883133,-4.0196166,-5.8493385,-5.9571714,-4.2943377,-1.9619403,-1.1407113,-2.1635859,-3.5201235,-4.387753,-3.8495419,-2.3067458,-2.1856432,-3.1521292,-3.636642,-4.0718012,-4.1145892,-3.1864102,-1.9068229
Sound_Guitar,-492.17459,139.07193,-8.4625444,-18.28371,0.35661721,5.9986329,0.47756273,-3.6616898,0.56849438,-0.033401337,-4.2037315,0.87657249,-1.5042918,-2.6270251,0.80314606,-0.90536815,-2.0226009,0.3811729,2.1434793,4.3487558,9.2891197,13.294026,10.511413,4.7510443,0.36789271,0.072288752,2.3251102,1.8018281,3.5896857,5.0448799,4.2597399,6.7970071,8.2299643,2.5308132,-3.8339286,-3.4440713,1.7962996,4.2751617,-0.12799963,-3.8203645
Sound_Guitar,-464.95285,137.78961,-9.0925579,-20.310963,1.1218314,2.7974706,-0.2855497,-3.815232,-1.6829393,-2.4648786,-4.1605477,-0.5376538,-2.5475895,-4.0335474,-0.6460101,-0.77869207,-1.1826103,-1.47542,-1.9747565,1.1531966,6.1565137,11.552087,10.702937,3.2144451,-1.4099431,-1.258926,1.5287541,1.7022877,0.87031978,3.6725159,5.3416243,5.8098702,5.3580503,1.3381382,-2.8557756,-3.8720238,-0.71613467,3.3109424,0.51032352,-5.1295438
Sound_Guitar,-495.92188,128.94772,16.281891,-10.989978,4.0776653,6.2316928,0.64099723,-1.9460737,-2.1537826,-2.0862186,-2.4995403,-2.9531991,-3.2113488,-2.7075789,-1.6472625,-1.3848629,-1.7303824,-1.9351358,-1.2884899,1.4774005,5.569994,8.4960251,7.8210135,3.7995188,0.096877754,-0.24271591,1.6236494,2.4783826,2.0264053,2.1038454,3.6838167,5.2451472,4.2877388,0.78176141,-2.3920119,-2.7772911,-1.1293738,-0.34371433,-1.2802056,-1.7499524
Sound_Guitar,-477.56927,185.73569,21.971209,-7.1822028,5.7253923,5.3558798,0.14317645,-4.2815509,-5.9900789,-7.4928885,-7.9011111,-4.3423605,-7.2927456,-10.836675,-9.4041576,-9.0216942,-6.7162476,-4.2630997,-5.7002244,-7.5096941,-7.1601281,-3.9028106,-1.4759384,-6.8352017,-12.831547,-8.7418156,0.62103254,5.337635,1.44302,-3.8351567,-6.2149959,-7.5400877,-5.1334839,-2.2994292,-3.5521679,-4.8089085,-4.0073414,-6.3096766,-6.6196303,-0.79299682
Sound_Guitar,-394.71432,172.68222,6.4269037,-19.523863,3.3035522,-0.98791844,-9.9702997,-8.3073435,-7.0632195,-12.446684,-12.350811,-7.3833313,-8.4139528,-10.332902,-9.5902786,-9.4360762,-9.3993473,-6.9561348,-4.3528533,-7.4098907,-9.8703289,-5.8485265,-3.6030941,-8.009244,-12.307068,-8.8330297,-0.37114909,2.7942388,-0.41396353,-4.3087869,-8.172596,-9.4355755,-6.0493455,-2.0689883,-0.93509072,-3.2970967,-6.1795444,-7.4057188,-6.3516898,-0.39385852
Sound_Guitar,-529.601685,116.083519,39.176445,13.8468685,13.009819,9.59114933,6.09414244,3.24471998,0.117608257,-1.7474103,-2.33270621,-2.82048821,-3.08524656,-3.46963167,-4.27576017,-4.81945324,-5.12074995,-5.31825542,-5.0547924,-4.58420277,-4.10294104,-3.73997259,-3.84600306,-4.14970064,-3.87050605,-2.71928859,-1.20501709,-0.327105522,-0.824184477,-2.54907537,-4.15150023,-4.13353205,-2.81659484,-1.8186065,-1.65250325,-1.64151204,-1.43733633,-0.790267348,0.399685442,1.70472825
Sound_Guitar,-553.37329,139.20488,32.042923,-8.5017757,-2.0919466,2.2200098,-1.1805021,-2.0925076,-3.4158888,-6.6928821,-6.7909861,-3.274142,-1.7774552,-1.736719,0.33479103,-1.1591866,-3.2989216,-1.5391988,-1.1674289,-3.8258705,-5.7119217,-1.3032154,3.6301775,3.319515,3.4718418,2.7887475,-2.5035033,-6.7692523,-4.0126681,-0.60047317,-3.0312631,-5.7435145,-3.8158586,1.0407603,5.0312729,5.4077086,0.70220286,-5.297904,-5.126977,-0.57697403
Sound_Guitar,-530.14343,136.62912,42.417809,2.8132031,3.9209211,0.57497215,-7.0416484,-4.6130877,0.73094296,-0.50243968,-5.6145053,-8.1360235,-6.5837479,-5.3427625,-4.8182011,-2.604332,-1.4154921,-3.0633492,-5.5700006,-6.2629485,-3.9270177,-0.34450474,1.8867515,2.2418981,1.7491521,0.21274768,-2.3677702,-4.895658,-5.4952574,-3.6412442,-2.0726905,-2.1615205,-1.8298311,0.44833016,2.9957714,2.3355088,-1.791127,-4.8898292,-4.4533954,-1.8349096
Sound_Guitar,-561.3053,140.82309,22.981651,-8.4088831,1.7641153,0.225062,-2.7116001,-1.872867,-4.4366679,-6.073873,-3.2575049,-0.6921553,-3.3771973,-6.5788207,-3.9068906,-1.1582693,-2.3056285,-1.636113,-1.0786984,-4.2684736,-4.7886209,0.34821597,2.2382517,1.6904154,3.3628972,1.5108677,-2.7548008,-4.6008821,-4.4169807,-2.455472,-0.60395646,-2.3104744,-3.5626662,0.11781885,3.99722,3.4985037,-0.35510877,-4.2301745,-4.2390485,-1.3231118
Sound_Guitar,-487.67776,137.61896,4.3317437,-17.869007,3.4801579,-1.404443,-7.8205662,-6.3412991,-10.762206,-13.298993,-8.4267635,-3.0541162,-1.3364429,-2.2848561,-4.7821417,-7.9668651,-5.7759194,-0.97726363,-3.742861,-9.0386791,-5.2169304,2.6203384,2.6946547,0.91614801,2.1580267,0.23110606,-4.6875539,-7.3965149,-5.2131877,-2.2492173,-3.4102423,-6.6107402,-5.8716793,-0.6172179,4.6149745,4.9305172,-0.98992366,-6.5846081,-5.455792,-0.65415162
Sound_Guitar,-458.39752,143.32625,2.9117367,-17.290232,2.9704428,-0.5431864,-3.1637714,-1.786268,-8.5716915,-11.395412,-6.468634,-2.917669,-2.2353606,-1.8149643,-2.8164492,-5.4525604,-4.1346126,1.058629,-1.0733334,-9.08232,-7.953849,1.1562806,1.1914469,-0.5129474,3.4459798,1.0975139,-3.5783675,-4.4424863,-3.9246686,-3.224018,-3.2478092,-5.578121,-6.368861,-2.3426266,2.4011967,3.1600833,-1.0261612,-5.6035123,-5.3471212,-1.3398377
Sound_Guitar,-611.218445,82.2524872,30.7249432,13.8731365,13.7953472,11.3058605,8.07993984,4.73224258,1.979967,0.659956455,-0.100915648,-0.890806973,-1.52769709,-1.87175441,-2.10309052,-2.07819247,-1.69477391,-1.4856658,-1.67742181,-1.91337597,-1.82792711,-1.3059231,-1.09840477,-1.5103997,-1.6897229,-1.5660845,-1.5605036,-1.50118423,-1.28445518,-1.49706566,-2.23008084,-2.37767482,-1.466519,-0.262058586,0.182307348,-0.476972461,-1.42307854,-1.71502721,-1.16053009,-0.425115287
Sound_Guitar,-591.91547,94.346848,30.339264,10.945257,12.996017,12.801377,9.6986389,5.7969937,3.3749311,2.4314187,1.968776,0.96264672,-0.36273763,-1.1667906,-1.4313196,-1.3365805,-1.4515188,-1.6246724,-1.513948,-1.9823326,-2.4646418,-2.2045755,-2.2990005,-2.385349,-1.9019295,-1.6384354,-1.7193303,-1.6880376,-1.2636703,-1.1638663,-1.625419,-1.7948235,-1.251313,-0.68182468,-0.8781054,-1.2412586,-1.3070309,-1.1034418,-0.47757956,0.070615895
Sound_Guitar,-560.766602,122.037994,8.62998962,-12.6996794,-0.650463343,3.04160142,-1.2156142,-3.94506216,-1.55456388,-2.67308688,-6.19452858,-0.405970603,1.41908383,-1.86613882,-1.86478746,-3.2007618,-3.89157486,-1.46762931,0.360521942,0.877549052,2.2671051,8.12718582,8.84443951,2.93981624,1.80646157,7.63065434,10.3260746,3.63723755,-2.9180274,-3.31109953,0.798760772,2.96795964,0.417571723,-4.19586039,-2.25720143,7.96852636,12.8790751,6.87827539,-0.177671045,-0.021472704
